content,tweet_url,image_url
no,https://twitter.com/Deb80951045/status/1809243274617540663,https://pbs.twimg.com/media/GRu5K8VXsAAG-3q.jpg
no,https://twitter.com/LiveupdatesUS/status/1816557519483076913,https://pbs.twimg.com/media/GTW1bZwXcAAZ2Mh.jpg
no,https://twitter.com/rog_marcus/status/1815859185621557482,https://pbs.twimg.com/media/GTM6TQUWsAA1kbG.jpg
no,https://twitter.com/FSlatefordinner/status/1807591140075667712,https://pbs.twimg.com/media/GRXakDOWwAAjhF8.jpg
no,https://twitter.com/sirjosephblowe/status/1808143161413263791,https://pbs.twimg.com/media/GRfQk4SaYAQ537n.jpg
no,https://twitter.com/MAGA_LAR_USA/status/1815682016509313478,https://pbs.twimg.com/media/GTKZK6pbEAAoBJb.jpg
no,https://twitter.com/GallmanTom/status/1815780920735023365,https://pbs.twimg.com/media/GTLzH9PWoAEDKZS.jpg
no,https://twitter.com/Powhatan_Dems/status/1808999560204734606,https://pbs.twimg.com/media/GRrbg4RaUAEldyC.jpg
no,https://twitter.com/JosephLShelton/status/1808231566595735811,https://pbs.twimg.com/media/GRghBfdb0AENv6h.jpg
no,https://twitter.com/4LuvsUSA/status/1815831792764739833,https://pbs.twimg.com/media/GTMhCFOa8AAVRai.png
no,https://twitter.com/DonaldTrumpAOCC/status/1816868802476523746,https://pbs.twimg.com/media/GTbQiqNXcAALUm9.jpg
no,https://twitter.com/yourfriendSOMMI/status/1815845271361970260,https://pbs.twimg.com/media/GTMtpiMaYAIn4Q4.jpg
no,https://twitter.com/CallMeAntwan/status/1808108049015374025,https://pbs.twimg.com/media/GRewsHZWUAAkrPS.jpg
no,https://twitter.com/rorypicks/status/1808855568406180068,https://pbs.twimg.com/media/GRpYjSUWwAADPxi.jpg
no,https://twitter.com/Indian_Analyzer/status/1816079012810109385,https://pbs.twimg.com/media/GTQCO2NakAAwn70.jpg
no,https://twitter.com/SprinterFamily/status/1807870297758224510,https://pbs.twimg.com/media/GRbYdFgWsAA37J4.jpg
no,https://twitter.com/mukarosky__/status/1816544652352250062,https://pbs.twimg.com/media/GTWpu4uXQAAPS77.jpg
no,https://twitter.com/mukarosky__/status/1816544652352250062,https://pbs.twimg.com/media/GTWpu8XWsAArCN8.jpg
no,https://twitter.com/leslie_shane/status/1816890439737201035,https://pbs.twimg.com/media/GTbkOYwXQAE06iU.jpg
